gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RevenueScore,AvgMonthlySpend,TenureGroup,Cluster,CustomerSegment,ChurnProbability,RiskLevel,Recommendation
Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,0,1373.1,58.925,Growing,3,At-Risk High-Value Customers,0.024563263397432505,Low,Monitor usage patterns
Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,0,3212.35,76.45714285714286,Established,3,At-Risk High-Value Customers,0.056707596321877184,Low,Monitor usage patterns
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,0,357.25,61.93333333333334,New,3,At-Risk High-Value Customers,0.5931121825602876,Medium,Targeted engagement campaign
Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,0,1237.95,44.51428571428572,Established,2,Growing Customers,0.14216798929848834,Low,Monitor onboarding progress
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,0,95.85,47.925,New,3,At-Risk High-Value Customers,0.8686839628924815,High,Immediate retention campaign and discount
Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,0,2391.9,37.436764705882354,Loyal,0,Loyal Customers,0.007418660076060258,Low,Upsell premium services
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,0,6447.599999999999,88.34041095890412,Loyal,1,Premium Customers,0.019811351065216667,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,0,1397.2,25.770175438596493,Loyal,0,Loyal Customers,0.01223910834837831,Low,Upsell premium services
Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,0,1093.4,22.524444444444445,Established,0,Loyal Customers,0.03238534197634508,Low,Upsell premium services
Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,0,6652.8,99.86194029850746,Loyal,1,Premium Customers,0.4848511809670959,Low,VIP rewards and premium engagement
Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,1,2189.6000000000004,59.67857142857143,Established,3,At-Risk High-Value Customers,0.052876809694969815,Low,Monitor usage patterns
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,0,7269.15,103.43785714285714,Loyal,1,Premium Customers,0.06533140098394691,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,1,102.45,51.225,New,3,At-Risk High-Value Customers,0.9030536200761778,High,Immediate retention campaign and discount
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,0,786.0,20.25,Established,0,Loyal Customers,0.00871010993077975,Low,Upsell premium services
Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,0,1633.5,51.2483870967742,Established,3,At-Risk High-Value Customers,0.14605538691248304,Low,Monitor usage patterns
Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,0,775.5,69.10833333333333,New,3,At-Risk High-Value Customers,0.24474482134839134,Low,Monitor usage patterns
Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,0,301.5,18.903125,Growing,2,Growing Customers,0.04258183225368239,Low,Monitor onboarding progress
Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,0,762.8499999999999,59.35416666666666,New,3,At-Risk High-Value Customers,0.5378952051403383,Medium,Targeted engagement campaign
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,0,1267.2,20.56384615384616,Loyal,0,Loyal Customers,0.009926432995325042,Low,Upsell premium services
Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,0,5356.8,73.43493150684931,Loyal,1,Premium Customers,0.008288547552883123,Low,VIP rewards and premium engagement
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,0,6699.599999999999,92.2609589041096,Loyal,1,Premium Customers,0.03546095323360732,Low,VIP rewards and premium engagement
Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,0,51.2,25.6,New,2,Growing Customers,0.27532840643519724,Low,Monitor onboarding progress
Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,0,984.0,63.125,Growing,3,At-Risk High-Value Customers,0.029702582222219612,Low,Monitor usage patterns
Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,0,4833.0,79.45983606557377,Loyal,1,Premium Customers,0.06344978509153165,Low,VIP rewards and premium engagement
Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,0,2951.2000000000003,52.97719298245614,Loyal,0,Loyal Customers,0.02741973369639021,Low,Upsell premium services
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,0,166.8,17.961111111111112,New,2,Growing Customers,0.032008499139404976,Low,Monitor onboarding progress
Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,1,240.3,54.3875,New,3,At-Risk High-Value Customers,0.4950006872658483,Low,Monitor usage patterns
Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,0,2555.35,51.675,Loyal,0,Loyal Customers,0.16174126642589212,Low,Upsell premium services
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,1,160.4,48.68333333333334,New,3,At-Risk High-Value Customers,0.8169014339272921,High,Immediate retention campaign and discount
Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,1,588.9000000000001,81.06428571428572,New,3,At-Risk High-Value Customers,0.4544422868009305,Low,Monitor usage patterns
Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,0,8046.5,108.60915492957749,Loyal,1,Premium Customers,0.05876311141730797,Low,VIP rewards and premium engagement
Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,1,1355.4,106.51923076923076,New,3,At-Risk High-Value Customers,0.5813673307895463,Medium,Targeted engagement campaign
Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,0,5431.400000000001,103.41981132075472,Loyal,1,Premium Customers,0.16303065080659757,Low,VIP rewards and premium engagement
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,0,8182.8,111.2904109589041,Loyal,1,Premium Customers,0.05688424718959633,Low,VIP rewards and premium engagement
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,0,824.0,20.178048780487803,Established,0,Loyal Customers,0.012843514534535187,Low,Upsell premium services
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,1,70.9,35.45,New,3,At-Risk High-Value Customers,0.6644333879193668,Medium,Targeted engagement campaign
Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,1,260.54999999999995,55.2375,New,3,At-Risk High-Value Customers,0.8279358749313882,High,Immediate retention campaign and discount
Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,0,3662.0,89.6,Established,1,Premium Customers,0.4948916420362225,Low,VIP rewards and premium engagement
Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,0,49.85,24.925,New,2,Growing Customers,0.5369919180981007,Medium,Personalized onboarding and engagement
Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,0,594.0,18.601612903225806,Established,2,Growing Customers,0.02998776833389246,Low,Monitor onboarding progress
Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1,2296.55,97.1375,Growing,3,At-Risk High-Value Customers,0.35711816235303195,Low,Monitor usage patterns
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,74.5,37.25,New,3,At-Risk High-Value Customers,0.8436099357140834,High,Immediate retention campaign and discount
Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,0,4582.6,99.90333333333332,Established,1,Premium Customers,0.4410704272797176,Low,VIP rewards and premium engagement
Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,1,7094.75,105.16969696969696,Loyal,1,Premium Customers,0.39989738044483236,Low,VIP rewards and premium engagement
Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,0,337.40000000000003,42.54375,New,2,Growing Customers,0.35867125862095306,Low,Monitor onboarding progress
Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,0,1807.2,24.519178082191782,Loyal,0,Loyal Customers,0.00996978676727746,Low,Upsell premium services
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,0,801.2,100.95,New,3,At-Risk High-Value Customers,0.6338693862347275,Medium,Targeted engagement campaign
Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,1,1043.2,61.3735294117647,Growing,3,At-Risk High-Value Customers,0.3444461217725799,Low,Monitor usage patterns
Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,1,6567.0,101.8231343283582,Loyal,1,Premium Customers,0.39132389566483305,Low,VIP rewards and premium engagement
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,1,71.55,35.775,New,3,At-Risk High-Value Customers,0.7442757774233354,Medium,Targeted engagement campaign
Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,0,167.7,39.3875,New,2,Growing Customers,0.22156173761578438,Low,Monitor onboarding progress
Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,1,4976.700000000001,93.13333333333333,Loyal,1,Premium Customers,0.3284410259037684,Low,VIP rewards and premium engagement
Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,0,515.2,64.63333333333334,New,3,At-Risk High-Value Customers,0.3165243812806941,Low,Monitor usage patterns
Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,1,7479.6,104.54571428571428,Loyal,1,Premium Customers,0.10075355473112996,Low,VIP rewards and premium engagement
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,0,426.5,70.075,New,3,At-Risk High-Value Customers,0.6171695093557067,Medium,Targeted engagement campaign
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,0,7736.400000000001,103.7904109589041,Loyal,1,Premium Customers,0.039905336018391885,Low,VIP rewards and premium engagement
Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,1,633.75,45.24285714285714,Growing,2,Growing Customers,0.513319177394837,Medium,Personalized onboarding and engagement
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,1,342.6,64.33,New,3,At-Risk High-Value Customers,0.8184491347942618,High,Immediate retention campaign and discount
Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,0,4930.2,90.27272727272728,Loyal,1,Premium Customers,0.01790962749263575,Low,VIP rewards and premium engagement
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,0,6188.400000000001,84.27260273972603,Loyal,1,Premium Customers,0.020601274323198165,Low,VIP rewards and premium engagement
Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,1,1280.4,96.45384615384616,New,3,At-Risk High-Value Customers,0.7477372645207622,Medium,Targeted engagement campaign
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,1,25.15,12.575,New,2,Growing Customers,0.6554898808201693,Medium,Personalized onboarding and engagement
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,0,45.2,22.6,New,2,Growing Customers,0.5140929304179058,Medium,Personalized onboarding and engagement
Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,5893.15,1,5958.9,107.1481818181818,Loyal,1,Premium Customers,0.22056898849610113,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,0,5464.8,77.43785714285714,Loyal,1,Premium Customers,0.05302309710308229,Low,VIP rewards and premium engagement
Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,0,2664.0,53.61938775510204,Established,0,Loyal Customers,0.008850004480234597,Low,Upsell premium services
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,1,4956.0,102.80714285714286,Established,1,Premium Customers,0.1556885175775656,Low,VIP rewards and premium engagement
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,0,722.0,82.63888888888889,New,3,At-Risk High-Value Customers,0.6825842054557418,Medium,Targeted engagement campaign
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,0,6478.75,91.52222222222224,Loyal,1,Premium Customers,0.018234374466245526,Low,VIP rewards and premium engagement
Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,1,95.6,30.816666666666663,New,2,Growing Customers,0.4427924656305679,Low,Monitor onboarding progress
Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,0,6760.3,99.01691176470588,Loyal,1,Premium Customers,0.11103698973688783,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,0,3321.8,97.42857142857144,Established,3,At-Risk High-Value Customers,0.45087941628666084,Low,Monitor usage patterns
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,0,209.55,49.9625,New,3,At-Risk High-Value Customers,0.7111999915168141,Medium,Targeted engagement campaign
Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,593.3,0,590.4,59.33,New,3,At-Risk High-Value Customers,0.12946292953209265,Low,Monitor usage patterns
Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,0,7430.150000000001,101.22777777777776,Loyal,1,Premium Customers,0.09279099231806329,Low,VIP rewards and premium engagement
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,5229.8,0,5155.650000000001,90.1689655172414,Loyal,1,Premium Customers,0.0801016454889561,Low,VIP rewards and premium engagement
Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,0,4586.400000000001,61.16164383561644,Loyal,1,Premium Customers,0.021989980865763467,Low,VIP rewards and premium engagement
Female,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,0,5016.0,103.4295918367347,Established,1,Premium Customers,0.2752713970549508,Low,VIP rewards and premium engagement
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,401.85,0,361.8,21.15,Growing,2,Growing Customers,0.03969042227431413,Low,Monitor onboarding progress
Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,0,4484.9,101.1784090909091,Established,1,Premium Customers,0.21242467685906266,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,0,6714.0,91.62945205479453,Loyal,1,Premium Customers,0.016329856819683332,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,0,2570.75,73.91944444444444,Established,3,At-Risk High-Value Customers,0.11457792485720888,Low,Monitor usage patterns
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,0,82.8,14.61,New,2,Growing Customers,0.16772230073593183,Low,Monitor onboarding progress
Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1211.65,0,1237.25,24.233,Loyal,0,Loyal Customers,0.011510007030663393,Low,Upsell premium services
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,0,7135.5,97.64791666666666,Loyal,1,Premium Customers,0.03098058102431856,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0,996.6,85.01666666666667,New,3,At-Risk High-Value Customers,0.5686174969846388,Medium,Targeted engagement campaign
Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,0,5632.200000000001,87.46328125,Loyal,1,Premium Customers,0.02201866462392046,Low,VIP rewards and premium engagement
Female,1,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,0,6204.25,94.29242424242425,Loyal,1,Premium Customers,0.3278478501039469,Low,VIP rewards and premium engagement
Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,1024.65,0,1002.05,20.493,Loyal,0,Loyal Customers,0.006834532330633368,Low,Upsell premium services
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,1,2859.4,97.77333333333333,Established,3,At-Risk High-Value Customers,0.5496258584149765,Medium,Targeted engagement campaign
Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05,1258.3,1,1245.75,78.64375,Growing,3,At-Risk High-Value Customers,0.5649161716574307,Medium,Targeted engagement campaign
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.95,82.9,0,79.8,16.580000000000002,New,2,Growing Customers,0.24120996026718425,Low,Monitor onboarding progress
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,7789.6,0,7858.8,106.7068493150685,Loyal,1,Premium Customers,0.11509658633349176,Low,VIP rewards and premium engagement
Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,0,2228.2000000000003,76.55555555555556,Established,3,At-Risk High-Value Customers,0.4777531327432736,Low,Monitor usage patterns
Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,0,3571.75,95.90416666666668,Established,1,Premium Customers,0.47686156964459125,Low,VIP rewards and premium engagement
Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,0,5397.900000000001,94.29224137931034,Loyal,1,Premium Customers,0.14640692657904458,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,1802.15,0,1803.2000000000005,62.143103448275866,Established,3,At-Risk High-Value Customers,0.22439657640856453,Low,Monitor usage patterns
Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.8,733.55,0,670.0,28.213461538461537,Established,2,Growing Customers,0.06885715184606117,Low,Monitor onboarding progress
Female,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45,0,3104.35,62.946875,Established,0,Loyal Customers,0.04927129873771035,Low,Upsell premium services
Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,0,3716.4,63.58362068965517,Loyal,0,Loyal Customers,0.04032562232713155,Low,Upsell premium services
Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,0,1360.8,81.83235294117648,Growing,3,At-Risk High-Value Customers,0.5938024953003896,Medium,Targeted engagement campaign
Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.8,274.35,0,279.0,45.725,New,2,Growing Customers,0.2870504046102053,Low,Monitor onboarding progress
Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,1,1196.8000000000002,67.44722222222222,Growing,3,At-Risk High-Value Customers,0.39169080943748924,Low,Monitor usage patterns
Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,1,5866.0,96.6780701754386,Loyal,1,Premium Customers,0.30412629514586925,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,0,1436.4,18.121232876712327,Loyal,0,Loyal Customers,0.003452541288506283,Low,Upsell premium services
Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,1,1979.25,89.7159090909091,Growing,3,At-Risk High-Value Customers,0.7059668141343409,Medium,Targeted engagement campaign
Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,0,2160.0,44.82244897959184,Established,0,Loyal Customers,0.044327053145028016,Low,Upsell premium services
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,0,7813.200000000001,113.67463768115942,Loyal,1,Premium Customers,0.043215555194756256,Low,VIP rewards and premium engagement
Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,0,3192.0,103.60967741935484,Established,3,At-Risk High-Value Customers,0.28690238158580655,Low,Monitor usage patterns
Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,130.15,0,138.3,32.5375,New,2,Growing Customers,0.41391343656933743,Low,Monitor onboarding progress
Female,1,No,No,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.7,692.35,0,555.8000000000001,46.156666666666666,Growing,2,Growing Customers,0.03669808851616707,Low,Monitor onboarding progress
Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,0,80.2,17.1,New,2,Growing Customers,0.1741458938027079,Low,Monitor onboarding progress
